id,title,slug,image,video_url,video_path,video_file,description,ingredients,instructions,recipe_notes,tags,prep_time,cook_time,total_time,servings,difficulty,rating,rating_count,category,cuisine_type,dietary_restrictions,calories_per_serving,protein_per_serving,carbs_per_serving,fat_per_serving,fiber_per_serving,sugar_per_serving,sodium_per_serving,status,views,likes,author_id,featured,created_at,updated_at,uploaded_by_user_id,is_user_recipe,moderation_status,moderator_notes
139,"Breakfast Fruit Salad","breakfast-fruit-salad","images/fruit-salad.jpg","","","","Fresh fruit mix with a honey-lime dressing","1 cup pineapple||1 cup grapes||1 cup melon||1 tablespoon honey||1 teaspoon lime juice","Mix fruits in a bowl||Drizzle with honey and lime juice||Toss, serve fresh","Use seasonal fruits for best flavor","fruit,fresh,healthy,light","10 mins","0 mins","10 mins",4,"Easy",4.6,18,"breakfast","American","vegan,gluten-free",85,1.2,22.5,0.2,2.8,18.5,5.2,"published",156,43,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
140,"Cheesy Breakfast Potatoes","cheesy-breakfast-potatoes","images/cheesy-potatoes.jpg","","","","Crispy potatoes with melted cheese","2 cups diced potatoes||1 tablespoon oil||1/2 cup cheese||Salt and pepper to taste","Heat oil, cook potatoes until crispy, 20-25 minutes||Season, top with cheese, melt for 2 minutes||Serve hot","Perfect side dish for any breakfast","potatoes,cheese,crispy,comfort","20 mins","25 mins","45 mins",4,"Medium",4.7,31,"breakfast","American","vegetarian",245,8.5,32.5,9.8,3.2,1.8,385.5,"published",287,78,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
141,"Cranberry Almond Granola","cranberry-almond-granola","images/granola.jpg","","","","Homemade granola with cranberries and almonds","2 cups oats||1/2 cup almonds||1/4 cup honey||1/2 cup cranberries","Preheat oven to 300°F (150°C)||Mix oats, almonds, and honey||Bake for 20-25 minutes, add cranberries, cool||Serve with yogurt","Store in airtight container for up to 2 weeks","granola,nuts,cranberries,homemade","15 mins","25 mins","40 mins",6,"Medium",4.8,22,"breakfast","American","vegetarian,gluten-free",285,8.5,38.5,12.8,5.5,15.8,15.2,"published",345,89,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
142,"Breakfast Tacos with Salsa","breakfast-tacos-with-salsa","images/breakfast-tacos.jpg","","","","Soft tacos with eggs and spicy salsa","4 tortillas||4 eggs||1/4 cup salsa||1 tablespoon oil","Heat oil, scramble eggs||Warm tortillas, fill with eggs and salsa||Serve hot","Add cheese, avocado, or hot sauce for extra flavor","tacos,eggs,mexican,spicy","15 mins","10 mins","25 mins",4,"Easy",4.7,24,"breakfast","Mexican","vegetarian",195,12.8,18.5,8.5,2.1,2.8,385.5,"published",298,67,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
143,"Peach Almond Toast","peach-almond-toast","images/peach-toast.jpg","","","","Toasted bread with peach and almond butter","2 slices bread||2 tablespoons almond butter||1 peach, sliced","Toast bread||Spread almond butter, top with peach slices||Serve immediately","Use ripe peaches for best sweetness","toast,peach,almond,simple","5 mins","5 mins","10 mins",2,"Easy",4.6,16,"breakfast","American","vegan",225,8.5,28.5,9.8,4.2,12.8,185.5,"published",178,45,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
144,"Bacon and Egg Breakfast Cup","bacon-and-egg-breakfast-cup","images/bacon-egg-cups.jpg","","","","Baked cups with bacon and eggs","6 slices bacon||6 eggs||Salt and pepper to taste||1/4 cup cheese","Preheat oven to 375°F (190°C)||Line muffin tin with bacon, crack an egg into each||Season, top with cheese, bake for 20 minutes||Serve warm","Great for meal prep and portion control","bacon,eggs,baked,protein","15 mins","20 mins","35 mins",6,"Medium",4.9,45,"breakfast","American","gluten-free",285,18.5,2.5,22.8,0.5,1.2,485.8,"published",456,123,1,1,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
145,"Blueberry Almond Smoothie","blueberry-almond-smoothie","images/blueberry-smoothie.jpg","","","","Thick smoothie with blueberries and almonds","1 cup almond milk||1/2 cup blueberries||1 tablespoon almond butter||1 banana","Blend all ingredients until smooth||Serve chilled","Add ice for a thicker consistency","smoothie,blueberry,almond,antioxidants","5 mins","0 mins","5 mins",2,"Easy",4.5,13,"breakfast","American","vegan,gluten-free",165,4.8,32.5,4.8,5.5,22.8,85.5,"published",189,52,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
146,"Savory Breakfast Crepes","savory-breakfast-crepes","images/crepes.jpg","","","","Thin crepes filled with ham and cheese","1 cup flour||1 1/4 cups milk||2 eggs||1/4 cup ham||1/4 cup cheese","Whisk flour, milk, and eggs for batter||Cook thin crepes in a skillet, fill with ham and cheese||Fold, serve warm","Can be made vegetarian by omitting ham","crepes,ham,cheese,elegant","20 mins","15 mins","35 mins",4,"Medium",4.7,19,"breakfast","French","",285,15.8,28.5,12.8,1.5,4.2,485.8,"published",267,78,1,0,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
147,"Roshogolla - Classic Bengali","roshogolla-classic-bengali","images/roshogolla.jpg","","","","Soft spongy Bengali sweet in sugar syrup","2 cups full fat milk||2 tablespoons lemon juice||1 cup sugar||3 cups water||2 cardamom pods||1 teaspoon rose water","Boil milk, add lemon juice to curdle||Strain and make chena||Knead chena until smooth||Make small balls||Boil sugar water with cardamom||Add chena balls, cook 15 minutes||Add rose water, cool before serving","Knead chena properly for perfect texture","roshogolla,bengali,sweet,traditional","30 mins","20 mins","50 mins",8,"Medium",4.9,156,"dessert","Bengali","vegetarian",185,6.8,35.2,2.8,0.5,32.5,15.8,"published",789,234,1,1,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
148,"Chocolate Lava Cake","chocolate-lava-cake","images/lava-cake.jpg","","","","Rich molten chocolate cake with gooey center","100g dark chocolate||50g butter||2 eggs||2 tablespoons sugar||2 tablespoons flour||1 tablespoon cocoa powder||Butter for ramekins","Preheat oven to 200°C||Melt chocolate and butter||Whisk eggs and sugar||Mix in melted chocolate||Add flour and cocoa||Pour into greased ramekins||Bake 12-14 minutes||Serve immediately with ice cream","Don't overbake - center should be molten","chocolate,lava,molten,indulgent","15 mins","14 mins","29 mins",4,"Medium",4.8,298,"dessert","French","vegetarian",385,8.5,42.8,22.5,3.2,38.5,125.8,"published",567,189,1,1,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
149,"Kulfi - Traditional Ice Cream","kulfi-traditional-ice-cream","images/kulfi.jpg","","","","Creamy traditional Indian ice cream with nuts","1 liter full fat milk||1/2 cup sugar||1/4 cup almonds chopped||1/4 cup pistachios chopped||2 tablespoons cardamom powder||2 tablespoons cornstarch||1/4 cup heavy cream","Boil milk until reduced to half||Mix cornstarch with cream||Add to milk with sugar||Cook until thick||Add cardamom and half nuts||Pour into kulfi molds||Freeze 6 hours||Garnish with remaining nuts","Traditional earthen pots give best flavor","kulfi,indian,ice-cream,nuts","45 mins","30 mins","6 hours 15 mins",6,"Medium",4.7,145,"dessert","Indian","vegetarian",285,9.8,28.5,15.8,2.1,25.8,85.5,"published",423,123,1,0,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
150,"Tiramisu","classic-tiramisu","images/tiramisu.jpg","","","","Italian coffee-flavored dessert with mascarpone","24 ladyfinger cookies||2 cups strong coffee cooled||500g mascarpone cheese||4 egg yolks||3/4 cup sugar||1 cup heavy cream||3 tablespoons rum||Cocoa powder for dusting||Dark chocolate shavings","Whisk egg yolks and sugar until pale||Add mascarpone, mix well||Whip cream, fold into mixture||Mix coffee and rum||Dip cookies in coffee mixture||Layer cookies and cream mixture||Refrigerate 4 hours||Dust with cocoa before serving","Coffee should be completely cooled","tiramisu,italian,coffee,mascarpone","30 mins","0 mins","4 hours 30 mins",8,"Medium",4.9,267,"dessert","Italian","vegetarian",425,8.5,38.5,28.5,1.5,32.8,125.2,"published",678,198,1,1,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
151,"Mishti Doi - Sweet Yogurt","mishti-doi-sweet-yogurt","images/mishti-doi.jpg","","","","Traditional Bengali sweet yogurt dessert","1 liter full fat milk||1/2 cup sugar||2 tablespoons plain yogurt||1/4 teaspoon cardamom powder||Chopped pistachios for garnish","Boil milk until reduced to 3/4||Add sugar, cook until dissolved||Cool to lukewarm||Mix in yogurt and cardamom||Pour into earthen pots||Keep in warm place 6-8 hours||Refrigerate until set||Garnish with pistachios","Use earthen pots for authentic taste","mishti-doi,bengali,yogurt,traditional","20 mins","15 mins","8 hours 35 mins",6,"Easy",4.6,89,"dessert","Bengali","vegetarian",195,8.5,28.5,5.8,0.2,26.8,95.5,"published",345,98,1,0,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
152,"Chocolate Brownies","fudgy-chocolate-brownies","images/brownies.jpg","","","","Fudgy chocolate brownies with walnuts","200g dark chocolate||150g butter||200g sugar||3 eggs||100g flour||1/4 teaspoon salt||100g walnuts chopped||1 teaspoon vanilla extract","Preheat oven to 180°C||Melt chocolate and butter||Mix in sugar and eggs||Add vanilla||Fold in flour and salt||Add walnuts||Pour into lined pan||Bake 25-30 minutes||Cool completely before cutting","Don't overbake for fudgy texture","brownies,chocolate,fudgy,walnuts","20 mins","30 mins","50 mins",12,"Easy",4.8,178,"dessert","American","vegetarian",385,6.8,45.2,18.5,3.2,38.5,185.8,"published",456,134,1,0,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
153,"Payesh - Rice Pudding","payesh-rice-pudding","images/payesh.jpg","","","","Creamy Bengali rice pudding with jaggery","1/2 cup basmati rice||1 liter milk||1/2 cup jaggery||1/4 cup almonds sliced||1/4 cup raisins||2 bay leaves||4 cardamom pods||1/4 teaspoon nutmeg powder","Wash and soak rice 30 minutes||Boil milk with bay leaves and cardamom||Add rice, cook until soft||Add jaggery, cook until thick||Add almonds and raisins||Sprinkle nutmeg||Serve hot or cold","Stir frequently to prevent sticking","payesh,bengali,rice-pudding,jaggery","40 mins","45 mins","1 hour 25 mins",6,"Medium",4.7,123,"dessert","Bengali","vegetarian",265,8.5,48.5,5.8,2.1,42.8,85.2,"published",287,76,1,0,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
154,"Crème Brûlée","classic-creme-brulee","images/creme-brulee.jpg","","","","French vanilla custard with caramelized sugar top","4 egg yolks||1/3 cup sugar plus extra for topping||2 cups heavy cream||1 teaspoon vanilla extract||Pinch of salt","Preheat oven to 325°F||Whisk egg yolks and sugar||Heat cream with vanilla||Slowly add to egg mixture||Strain and pour into ramekins||Bake in water bath 35-40 minutes||Chill 4 hours||Sprinkle sugar on top, torch until caramelized","Use kitchen torch for perfect caramelization","creme-brulee,french,custard,vanilla","20 mins","40 mins","5 hours",6,"Hard",4.9,234,"dessert","French","vegetarian",385,6.8,28.5,28.5,0.2,26.8,95.8,"published",534,167,1,1,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
155,"Sandesh - Bengali Sweet","sandesh-bengali-sweet","images/sandesh.jpg","","","","Delicate Bengali sweet made from fresh cottage cheese","3 cups full fat milk||3 tablespoons lemon juice||1/2 cup powdered sugar||1/4 teaspoon cardamom powder||Pistachios for garnish||Few drops rose essence","Boil milk, add lemon juice to curdle||Strain and wash chena in cold water||Squeeze out excess water||Mash chena until smooth||Cook with sugar on low heat||Add cardamom and rose essence||Shape and garnish with pistachios||Chill before serving","Don't overcook or it will become hard","sandesh,bengali,chena,delicate","30 mins","15 mins","45 mins",8,"Medium",4.8,167,"dessert","Bengali","vegetarian,gluten-free",145,8.5,18.5,4.8,0.2,16.8,45.5,"published",398,112,1,0,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
156,"Cheesecake","new-york-cheesecake","images/cheesecake.jpg","","","","Classic New York style baked cheesecake","200g digestive biscuits||100g butter melted||800g cream cheese||200g sugar||4 eggs||1 teaspoon vanilla||200ml sour cream||2 tablespoons flour","Preheat oven to 160°C||Crush biscuits, mix with butter||Press into springform pan||Beat cream cheese until smooth||Add sugar, eggs, vanilla||Mix in sour cream and flour||Pour over crust||Bake 1 hour||Cool gradually in oven||Chill overnight","Gradual cooling prevents cracks","cheesecake,new-york,creamy,classic","30 mins","60 mins","9 hours 30 mins",12,"Hard",4.9,345,"dessert","American","vegetarian",485,9.8,38.5,32.8,1.2,35.8,385.5,"published",789,256,1,1,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
157,"Gulab Jamun","gulab-jamun-homemade","images/gulab-jamun.jpg","","","","Soft milk dumplings in rose-flavored sugar syrup","1 cup milk powder||1/4 cup flour||2 tablespoons ghee||1/4 cup milk||1/2 teaspoon baking powder||Oil for frying||2 cups sugar||2 cups water||4 cardamom pods||1 teaspoon rose water||Few saffron strands","Mix milk powder, flour, baking powder||Add ghee and milk to form dough||Make small balls||Heat oil, fry until golden brown||Make syrup with sugar, water, cardamom||Add saffron and rose water||Soak fried balls in warm syrup||Serve after 2 hours","Fry on low heat for even cooking","gulab-jamun,indian,sweet,syrup","30 mins","25 mins","2 hours 55 mins",10,"Medium",4.8,198,"dessert","Indian","vegetarian",285,6.8,48.5,8.5,0.5,45.2,25.8,"published",567,145,1,1,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
158,"Fruit Trifle","mixed-fruit-trifle","images/fruit-trifle.jpg","","","","Layered dessert with sponge cake, fruits and custard","1 sponge cake||2 cups mixed fruits chopped||2 cups custard||1 cup heavy cream||2 tablespoons sugar||1/4 cup fruit juice||Almonds and cherries for garnish","Cut sponge cake into pieces||Sprinkle with fruit juice||Whip cream with sugar||Layer cake, fruits, custard in glass bowl||Repeat layers||Top with whipped cream||Garnish with almonds and cherries||Chill 2 hours before serving","Use seasonal fruits for best flavor","trifle,layered,fruits,custard","25 mins","0 mins","2 hours 25 mins",8,"Easy",4.6,123,"dessert","British","vegetarian",265,5.8,42.8,8.5,2.8,38.5,125.2,"published",345,89,1,0,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
159,"Ras Malai","ras-malai-traditional","images/ras-malai.jpg","","","","Soft cottage cheese dumplings in sweetened milk","3 cups full fat milk for chena||2 tablespoons lemon juice||1 liter milk for ras||1/2 cup sugar||4 cardamom pods||1/4 cup almonds sliced||1/4 cup pistachios sliced||Pinch of saffron||1 tablespoon rose water","Make chena from milk and lemon juice||Knead until smooth, make flat patties||Boil in sugar water 10 minutes||Boil milk until reduced to half||Add cardamom, saffron, half nuts||Add cooked patties to milk||Simmer 5 minutes||Garnish with remaining nuts and rose water||Chill before serving","Squeeze chena well for best texture","ras-malai,bengali,chena,creamy","40 mins","35 mins","3 hours 15 mins",8,"Hard",4.9,267,"dessert","Bengali","vegetarian",285,12.8,28.5,12.8,0.5,26.8,85.5,"published",678,189,1,1,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
160,"Apple Pie","classic-apple-pie","images/apple-pie.jpg","","","","Traditional American apple pie with flaky crust","2 cups flour||1/2 cup butter cold||1/4 cup ice water||6 apples peeled and sliced||3/4 cup sugar||2 tablespoons flour||1 teaspoon cinnamon||1/4 teaspoon nutmeg||2 tablespoons butter||1 egg for wash","Make pastry with flour, butter, water||Roll into 2 discs||Mix apples with sugar, flour, spices||Line pie dish with pastry||Add apple filling||Dot with butter||Cover with second pastry||Brush with egg wash||Bake at 220°C for 15 minutes, then 180°C for 30 minutes","Use mix of tart and sweet apples","apple-pie,american,traditional,flaky","45 mins","45 mins","1 hour 30 mins",8,"Hard",4.8,234,"dessert","American","vegetarian",385,4.8,62.8,12.8,3.5,48.5,285.8,"published",567,156,1,1,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
161,"Kheer - Rice Pudding","kheer-traditional","images/kheer.jpg","","","","Creamy Indian rice pudding with nuts and cardamom","1/2 cup basmati rice||1 liter full fat milk||1/2 cup sugar||4 cardamom pods||1/4 cup almonds chopped||1/4 cup cashews chopped||2 tablespoons raisins||Pinch of saffron||1 tablespoon ghee","Wash and soak rice 30 minutes||Boil milk in heavy bottom pan||Add rice, cook until soft||Add sugar, cardamom, saffron||Cook until thick and creamy||Heat ghee, fry nuts and raisins||Add to kheer||Serve hot or cold","Stir continuously to prevent burning","kheer,indian,rice-pudding,creamy","30 mins","40 mins","1 hour 10 mins",6,"Medium",4.7,156,"dessert","Indian","vegetarian,gluten-free",295,9.8,48.5,8.5,1.5,42.8,95.5,"published",423,123,1,0,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
162,"Chocolate Mousse","french-chocolate-mousse","images/chocolate-mousse.jpg","","","","Light and airy French chocolate dessert","200g dark chocolate||6 eggs separated||2 tablespoons sugar||2 tablespoons butter||1 tablespoon rum||Whipped cream for serving||Dark chocolate shavings for garnish","Melt chocolate with butter||Cool slightly, whisk in egg yolks||Add rum||Beat egg whites until soft peaks||Gradually add sugar, beat until stiff||Fold chocolate mixture into whites||Spoon into glasses||Chill 4 hours||Serve with whipped cream and chocolate shavings","Fold gently to maintain airiness","chocolate-mousse,french,airy,elegant","20 mins","0 mins","4 hours 20 mins",6,"Medium",4.8,189,"dessert","French","vegetarian,gluten-free",325,8.5,25.8,22.8,3.2,22.5,65.8,"published",456,134,1,1,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
163,"Firni - Rice Pudding","firni-rice-pudding","images/firni.jpg","","","","Creamy Pakistani rice pudding served in earthen pots","1/2 cup basmati rice||1 liter milk||1/2 cup sugar||4 cardamom pods||1/4 cup almonds blanched||1/4 cup pistachios||2 tablespoons rose water||Silver leaf for garnish","Soak rice 2 hours, grind to paste||Boil milk with cardamom||Add rice paste, cook stirring constantly||Add sugar, cook until thick||Add rose water||Pour into earthen pots||Garnish with nuts and silver leaf||Chill 4 hours before serving","Grind rice to smooth paste for best texture","firni,pakistani,rice-pudding,traditional","3 hours","45 mins","7 hours 45 mins",6,"Medium",4.7,112,"dessert","Pakistani","vegetarian,gluten-free",265,8.5,42.8,6.8,1.2,38.5,85.2,"published",298,87,1,0,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
164,"Panna Cotta","vanilla-panna-cotta","images/panna-cotta.jpg","","","","Silky Italian gelatin dessert with berry sauce","2 cups heavy cream||1/2 cup sugar||1 packet gelatin||3 tablespoons warm water||1 teaspoon vanilla||1 cup mixed berries||2 tablespoons sugar for sauce||1 tablespoon lemon juice","Sprinkle gelatin over warm water, let bloom||Heat cream and sugar until dissolved||Add bloomed gelatin, stir until dissolved||Add vanilla||Pour into molds||Chill 4 hours||Make berry sauce by cooking berries with sugar and lemon||Unmold and serve with sauce","Oil molds lightly for easy unmolding","panna-cotta,italian,silky,berries","15 mins","10 mins","4 hours 25 mins",6,"Medium",4.8,145,"dessert","Italian","vegetarian,gluten-free",385,6.8,28.5,28.5,2.1,26.8,45.8,"published",367,98,1,1,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
165,"Chomchom - Bengali Sweet","chomchom-bengali","images/chomchom.jpg","","","","Cylindrical Bengali sweet in sugar syrup","3 cups full fat milk||3 tablespoons lemon juice||1 cup sugar||3 cups water||2 tablespoons semolina||2 cardamom pods||1/4 cup coconut grated||Few drops yellow food color","Make chena from milk and lemon juice||Knead with semolina until smooth||Make cylindrical shapes||Boil sugar water with cardamom and color||Add chomchom, cook 15 minutes||Roll in grated coconut||Cool in syrup before serving","Semolina helps maintain shape during cooking","chomchom,bengali,sweet,coconut","35 mins","20 mins","55 mins",8,"Medium",4.6,89,"dessert","Bengali","vegetarian",195,6.8,35.2,3.8,0.8,32.5,25.5,"published",234,67,1,0,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
166,"Bread Pudding","classic-bread-pudding","images/bread-pudding.jpg","","","","Comforting dessert made with stale bread and custard","6 slices stale bread||2 cups milk||3 eggs||1/2 cup sugar||1 teaspoon vanilla||1/2 teaspoon cinnamon||1/4 cup raisins||2 tablespoons butter||Caramel sauce for serving","Preheat oven to 180°C||Tear bread into pieces||Whisk milk, eggs, sugar, vanilla, cinnamon||Pour over bread, let soak 15 minutes||Add raisins, mix gently||Pour into buttered dish||Dot with butter||Bake 45 minutes until golden||Serve warm with caramel sauce","Use day-old bread for best texture","bread-pudding,comfort,custard,warm","20 mins","45 mins","1 hour 5 mins",8,"Easy",4.7,167,"dessert","British","vegetarian",285,8.5,45.2,8.5,2.1,38.5,285.8,"published",398,112,1,0,"2025-06-20 10:00:00","2025-06-20 10:00:00",,"0","approved",
167,"Pitha (Rice Cake)","pitha-rice-cake","images/pitha.jpg","","","","Traditional Bengali steamed rice cake with coconut filling","2 cups rice flour||1 cup grated coconut||1/2 cup jaggery||1/2 teaspoon salt||1 cup water","Mix rice flour with salt and water to make dough||Mix coconut with jaggery for filling||Shape dough around filling||Steam for 15-20 minutes","Best enjoyed warm with tea","pitha,bengali,traditional,steamed,coconut","20 mins","20 mins","40 mins",6,"Medium",4.8,25,"snacks","Bengali","vegetarian,gluten-free",185,3.2,35.8,4.5,2.8,18.5,125.2,"published",312,87,1,1,"2025-06-20 08:00:00","2025-06-20 08:00:00",,"0","approved",
