id,title,slug,image,video_url,video_path,video_file,description,ingredients,instructions,recipe_notes,tags,prep_time,cook_time,total_time,servings,difficulty,rating,rating_count,category,cuisine_type,dietary_restrictions,calories_per_serving,protein_per_serving,carbs_per_serving,fat_per_serving,fiber_per_serving,sugar_per_serving,sodium_per_serving,status,views,likes,author_id,featured,created_at,updated_at,uploaded_by_user_id,is_user_recipe,moderation_status,moderator_notes

117,"Oatmeal Breakfast Bowl","oatmeal-breakfast-bowl","images/oatmeal-bowl.jpg","","","","Hearty oatmeal topped with nuts and fruit for a nutritious start","1 cup rolled oats||2 cups milk||1/4 teaspoon salt||1 tablespoon honey||1/2 cup sliced almonds||1/2 cup blueberries","Bring milk to a boil with salt||Add oats and simmer for 5 minutes stirring occasionally||Remove from heat stir in honey||Top with almonds and blueberries||Serve warm","Use steel-cut oats for chewier texture if preferred","vegetarian,healthy,filling","10 mins","5 mins","15 mins",2,"Easy",4.7,28,"breakfast","American","vegetarian",385,15.2,52.8,12.5,8.2,18.5,285.2,"published",245,67,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
118,"Scrambled Egg Muffins","scrambled-egg-muffins","images/egg-muffins.jpg","","","","Portable muffins with eggs, cheese, and veggies","6 large eggs||1/4 cup milk||1/2 cup shredded cheddar||1/4 cup diced bell peppers||1/4 cup chopped spinach||Salt and pepper to taste","Preheat oven to 375°F (190°C)||Whisk eggs and milk season with salt and pepper||Mix in cheddar bell peppers and spinach||Pour into greased muffin tin||Bake for 20 minutes||Cool slightly before serving","Store in refrigerator for up to 5 days for meal prep","vegetarian,protein-rich,meal-prep","15 mins","20 mins","35 mins",6,"Medium",4.6,45,"breakfast","American","vegetarian",165,12.8,3.2,11.5,0.8,2.1,385.5,"published",198,89,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
119,"Banana Nut Waffles","banana-nut-waffles","images/banana-waffles.jpg","","","","Fluffy waffles with banana and walnut flavor","1 1/2 cups flour||1 tablespoon sugar||1 tablespoon baking powder||1/2 teaspoon salt||1 cup milk||1 egg||2 tablespoons melted butter||1 mashed banana||1/4 cup chopped walnuts","Preheat waffle iron||Mix dry ingredients then add milk egg butter and banana||Stir in walnuts||Cook batter in waffle iron per manufacturer's instructions||Serve warm","Mash banana well to avoid lumps in batter","vegetarian,sweet,weekend-treat","15 mins","10 mins","25 mins",4,"Easy",4.8,67,"breakfast","American","vegetarian",345,9.8,48.5,13.2,4.5,12.8,485.2,"published",324,145,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
120,"Vegan Chia Pudding","vegan-chia-pudding","images/chia-pudding.jpg","","","","Creamy chia seed pudding with a tropical twist","1/4 cup chia seeds||1 cup coconut milk||1 tablespoon maple syrup||1/2 teaspoon vanilla||1/2 cup mango chunks","Mix chia seeds coconut milk maple syrup and vanilla||Let sit for 10 minutes stir then refrigerate for 2 hours||Top with mango chunks before serving","Can be made the night before for easy morning meal","vegan,healthy,make-ahead,gluten-free","10 mins","0 mins","10 mins",2,"Easy",4.6,34,"breakfast","Tropical","vegan,gluten-free",285,6.8,22.5,18.5,12.2,15.8,25.5,"published",287,98,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
121,"Sausage Breakfast Skillet","sausage-breakfast-skillet","images/sausage-skillet.jpg","","","","Hearty skillet with sausage, potatoes, and eggs","1/2 lb sausage||2 cups diced potatoes||1 tablespoon olive oil||4 eggs||Salt and pepper to taste||1/4 cup shredded cheese","Heat oil cook sausage and potatoes until browned about 15 minutes||Push to side crack eggs into skillet cook until set 5-10 minutes||Season top with cheese||Serve hot","Use cast iron skillet for best heat distribution","hearty,protein-rich,one-pan","20 mins","25 mins","45 mins",4,"Medium",4.7,56,"breakfast","American","",485,22.8,28.5,32.5,3.2,4.1,885.8,"published",367,123,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
122,"Yogurt Berry Parfait","yogurt-berry-parfait","images/yogurt-parfait.jpg","","","","Layered yogurt and berries for a light breakfast","2 cups Greek yogurt||2 tablespoons honey||1 cup mixed berries||1/2 cup granola","Layer yogurt honey berries and granola in glasses||Serve immediately","Use variety of berries for best color and flavor","vegetarian,healthy,quick,protein-rich","10 mins","0 mins","10 mins",2,"Easy",4.5,43,"breakfast","American","vegetarian",285,18.5,38.2,8.5,6.2,24.8,125.5,"published",234,87,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
123,"French Toast Sticks","french-toast-sticks","images/french-toast-sticks.jpg","","","","Crispy sticks of French toast, perfect for dipping","4 slices bread||2 eggs||1/2 cup milk||1 teaspoon cinnamon||2 tablespoons butter||Maple syrup for dipping","Whisk eggs milk and cinnamon||Dip bread slices cut into sticks||Cook in butter over medium heat 2-3 minutes per side||Serve with maple syrup","Cut bread into uniform sticks for even cooking","vegetarian,sweet,kid-friendly","15 mins","10 mins","25 mins",4,"Easy",4.9,78,"breakfast","American","vegetarian",265,8.2,32.5,12.8,2.1,8.5,385.2,"published",445,189,1,1,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
124,"Breakfast Burrito Bowl","breakfast-burrito-bowl","images/burrito-bowl.jpg","","","","Rice and bean bowl with scrambled eggs and salsa","1 cup cooked rice||2 eggs||1/4 cup black beans||1/4 cup salsa||1 tablespoon olive oil||1/4 cup avocado slices","Heat oil scramble eggs||Layer rice beans eggs and salsa in bowls||Top with avocado||Serve warm","Add hot sauce or cheese for extra flavor","vegetarian,filling,customizable","15 mins","10 mins","25 mins",2,"Medium",4.6,39,"breakfast","Mexican","vegetarian",385,16.8,45.2,15.8,8.5,6.2,485.5,"published",298,112,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
125,"Cinnamon Apple Toast","cinnamon-apple-toast","images/cinnamon-toast.jpg","","","","Toasted bread with cinnamon apples","2 slices bread||1 apple sliced||1 tablespoon butter||1 teaspoon cinnamon||1 tablespoon sugar","Toast bread||Cook apple slices with butter cinnamon and sugar until soft 5 minutes||Spoon over toast||Serve warm","Use Honeycrisp or Granny Smith apples for best flavor","vegetarian,sweet,quick","10 mins","5 mins","15 mins",2,"Easy",4.7,34,"breakfast","American","vegetarian",245,4.2,38.5,8.8,4.2,18.5,185.2,"published",187,67,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
126,"Vegan Breakfast Scramble","vegan-breakfast-scramble","images/tofu-scramble.jpg","","","","Tofu scramble with veggies for a plant-based meal","14 oz tofu||1 tablespoon olive oil||1/2 cup diced tomatoes||1/4 cup spinach||1/2 teaspoon turmeric||Salt to taste","Heat oil crumble tofu into skillet||Add tomatoes spinach turmeric and salt||Cook for 10 minutes||Serve hot","Press tofu beforehand to remove excess moisture","vegan,protein-rich,healthy,gluten-free","15 mins","10 mins","25 mins",2,"Easy",4.6,29,"breakfast","American","vegan,gluten-free",285,18.5,12.8,18.2,4.5,6.8,385.5,"published",234,89,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
127,"Peanut Butter Banana Toast","peanut-butter-banana-toast","images/pb-banana-toast.jpg","","","","Simple toast with peanut butter and banana","2 slices bread||2 tablespoons peanut butter||1 banana sliced","Toast bread||Spread peanut butter||Top with banana slices||Serve immediately","Drizzle with honey for extra sweetness","vegetarian,quick,kid-friendly","5 mins","5 mins","10 mins",2,"Easy",4.4,67,"breakfast","American","vegetarian",385,12.8,45.2,16.8,6.2,18.5,285.2,"published",345,145,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
128,"Sweet Potato Breakfast Hash","sweet-potato-breakfast-hash","images/sweet-potato-hash.jpg","","","","Savory hash with sweet potatoes and onions","2 sweet potatoes diced||1 onion chopped||1 tablespoon olive oil||Salt and pepper to taste||4 eggs (optional)","Heat oil cook sweet potatoes and onion until tender 20-25 minutes||Season||Top with fried eggs if desired||Serve hot","Cut sweet potatoes uniformly for even cooking","gluten-free,healthy,customizable","20 mins","25 mins","45 mins",4,"Medium",4.8,45,"breakfast","American","gluten-free",245,8.2,42.5,6.8,6.5,12.8,285.5,"published",289,98,1,0,"2025-06-13 21:13:00","2025-06-13 21:13:00",,"0","approved",
287,"Chicken Biryani","chicken-biryani","images/chicken-biryani.jpg","","","","Aromatic basmati rice with tender chicken pieces","2 cups basmati rice||1 kg chicken cut in pieces||1 cup yogurt||2 onions sliced||4 cloves garlic||1 inch ginger||1 tsp red chili powder||1/2 tsp turmeric||1 tsp garam masala||4 green cardamom||2 bay leaves||1 cinnamon stick||Salt to taste||Oil for frying||Fresh mint leaves||Saffron soaked in milk","Marinate chicken with yogurt and spices for 30 minutes||Soak rice for 30 minutes||Fry onions until golden, set aside||Cook marinated chicken until tender||Boil rice with whole spices until 70% done||Layer rice and chicken alternately||Top with fried onions, mint, saffron milk||Cover and cook on dum for 45 minutes||Serve hot with raita","Use aged basmati rice for best results. Let it rest after cooking for better flavor","biryani,chicken,rice,spicy,deshi","45 mins","60 mins","105 mins",6,"Medium",4.9,45,"lunch","Bengali","",420,28.5,45.2,12.8,2.1,3.5,680.3,"published",320,85,2,1,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
288,"Beef Kala Bhuna","beef-kala-bhuna","images/beef-kala-bhuna.jpg","","","","Traditional Chittagong style dry beef curry","1 kg beef cut in cubes||2 onions chopped||6 cloves garlic||2 inch ginger||2 tsp red chili powder||1 tsp turmeric||2 tsp coriander powder||1 tsp cumin powder||4 green chilies||1 cup oil||Salt to taste||Fresh coriander leaves","Heat oil and fry beef pieces until browned||Add onions, cook until golden||Add ginger-garlic paste, cook for 2 minutes||Add all spices, cook until fragrant||Add very little water, cover and cook slowly||Stir occasionally until beef is tender and dry||Garnish with green chilies and coriander||Serve with rice or roti","Cook on low heat for authentic Chittagong flavor. The dish should be almost dry","beef,spicy,chittagong,dry-curry,deshi","30 mins","90 mins","120 mins",8,"Hard",4.8,32,"lunch","Bengali","",380,32.5,8.2,24.5,1.8,2.1,520.8,"published",280,72,3,0,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
289,"Spaghetti Carbonara","spaghetti-carbonara","images/spaghetti-carbonara.jpg","","","","Creamy Italian pasta with eggs and pancetta","400g spaghetti||200g pancetta diced||4 large eggs||1 cup grated Parmesan||2 cloves garlic||Black pepper to taste||Salt for pasta water||2 tbsp olive oil","Boil salted water and cook spaghetti al dente||Beat eggs with Parmesan and black pepper||Heat oil, cook pancetta until crispy||Add minced garlic, cook 1 minute||Drain pasta, reserve 1 cup pasta water||Add hot pasta to pancetta||Remove from heat, quickly mix in egg mixture||Add pasta water gradually until creamy||Serve immediately with extra Parmesan","Never let eggs scramble. Work quickly off the heat for creamy texture","pasta,italian,creamy,pancetta,bideshi","15 mins","20 mins","35 mins",4,"Medium",4.7,28,"lunch","Italian","",520,22.8,58.5,22.1,2.8,3.2,890.5,"published",195,48,1,0,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
290,"Fish Curry Bengali Style","fish-curry-bengali","images/fish-curry-bengali.jpg","","","","Traditional Bengali fish curry with potatoes","1 kg rohu fish cut in steaks||2 potatoes cubed||1 onion chopped||1 tsp ginger paste||1 tsp garlic paste||1 tsp turmeric||2 tsp red chili powder||1 tsp cumin powder||2 bay leaves||4 green chilies||Mustard oil||Salt to taste||Fresh coriander","Heat mustard oil until smoking, let it cool slightly||Fry fish pieces until golden, set aside||Fry potato cubes until golden||In same oil, add bay leaves and onions||Add ginger-garlic paste, cook until fragrant||Add all spices, cook for 2 minutes||Add water to make gravy||Add potatoes and fish||Simmer until gravy thickens||Garnish with coriander and green chilies","Use fresh rohu or katla fish for authentic taste. Don't overcook the fish","fish,curry,bengali,traditional,deshi","20 mins","25 mins","45 mins",6,"Easy",4.9,38,"lunch","Bengali","",285,24.8,12.5,16.2,2.5,3.8,420.8,"published",265,58,2,1,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
291,"Chicken Tikka Masala","chicken-tikka-masala","images/chicken-tikka-masala.jpg","","","","Grilled chicken in rich tomato cream sauce","1 kg chicken breast cubed||1 cup yogurt||2 tsp garam masala||1 tsp red chili powder||1 tsp turmeric||2 onions chopped||4 tomatoes chopped||1 cup heavy cream||2 tbsp tomato paste||4 cloves garlic||1 inch ginger||2 tbsp oil||Salt to taste||Fresh cilantro","Marinate chicken in yogurt and spices for 2 hours||Grill or pan-fry chicken until cooked||Blend onions, tomatoes, ginger, garlic||Heat oil, cook the paste until thick||Add tomato paste, cook 2 minutes||Add cream and grilled chicken||Simmer for 10 minutes||Adjust seasoning||Garnish with cilantro","Marinating longer gives better flavor. Use full-fat cream for richness","chicken,tikka,creamy,indian,bideshi","120 mins","30 mins","150 mins",6,"Medium",4.8,42,"lunch","Indian","",395,28.2,15.8,26.5,3.2,8.5,650.2,"published",310,78,1,1,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
292,"Bhuna Khichuri","bhuna-khichuri","images/bhuna-khichuri.jpg","","","","Spiced rice and lentil dish with vegetables","1 cup basmati rice||1/2 cup masoor dal||1/2 cup mixed vegetables||2 onions sliced||4 cloves garlic||1 inch ginger||1 tsp cumin seeds||2 bay leaves||1 tsp turmeric||1 tsp red chili powder||4 cups water||Ghee||Salt to taste||Boiled eggs for serving","Wash rice and dal together||Heat ghee, fry onions until golden||Add cumin seeds, bay leaves||Add ginger-garlic paste||Add vegetables, cook 5 minutes||Add rice and dal, mix well||Add spices and water||Cook covered until rice is done||Stir gently, adjust consistency||Serve hot with boiled eggs and pickles","Perfect comfort food for rainy days. Adjust water for desired consistency","khichuri,rice,lentils,comfort-food,deshi","15 mins","35 mins","50 mins",4,"Easy",4.6,25,"lunch","Bengali","vegetarian",320,12.5,52.8,8.2,4.5,3.8,380.5,"published",180,42,"2","0","approved",
293,"Beef Stroganoff","beef-stroganoff","images/beef-stroganoff.jpg","","","","Tender beef in creamy mushroom sauce","600g beef sirloin sliced||300g mushrooms sliced||1 onion chopped||2 tbsp flour||1 cup beef broth||1 cup sour cream||2 tbsp butter||2 tbsp oil||1 tsp paprika||Salt and pepper||Fresh parsley||Egg noodles for serving","Heat oil in large pan, sear beef strips||Remove beef, set aside||Melt butter, sauté onions until soft||Add mushrooms, cook until browned||Sprinkle flour, cook 1 minute||Gradually add broth, stirring constantly||Return beef to pan||Simmer 5 minutes until tender||Stir in sour cream and paprika||Season with salt and pepper||Serve over egg noodles","Don't boil after adding sour cream to prevent curdling","beef,creamy,mushroom,russian,bideshi","20 mins","25 mins","45 mins",4,"Medium",4.7,31,"lunch","Russian","",485,32.8,18.5,32.2,2.8,5.2,720.8,"published",225,55,3,0,"2025-06-21 12:00:00","2025-06-21 12:00:00",,"0","approved",
